1968-03-28T22:59:56 UT1,1968-03-28T23:00:34 TT,38s,1968-03-28T23:00:00 TT,0.4960262400,0.4509322432,-0.0000214498,-0.0000052285,-0.9107331616,0.2480548572,0.0000155864,-0.0000030616,3.4823945844,0.0156220642,-0.0000009848,0.0000000062,0.5656239885,0.0000786817,-0.0000101611,0.0000000023,0.0193690842,0.0000782898,-0.0000101104,0.0000000023,163.1976374736,15.0042385322,0.0000000000,0.0000000000,0.0046812741,0.0046579508
1968-09-22T11:18:03 UT1,1968-09-22T11:18:42 TT,39s,1968-09-22T11:00:00 TT,0.3069053987,0.4866552970,-0.0000015039,-0.0000071093,0.9106510968,-0.2704457992,-0.0000524178,0.0000041222,0.0232191278,-0.0155736802,-0.0000000608,-0.0000000088,0.5448787351,-0.0001029134,-0.0000117687,-0.0000000040,-0.0012727510,-0.0001024008,-0.0000117100,-0.0000000040,346.2681488990,15.0048242220,0.0000000000,0.0000000000,0.0046575685,0.0046343633
1969-03-18T04:54:18 UT1,1969-03-18T04:54:57 TT,39s,1969-03-18T05:00:00 TT,0.1716151381,0.4767462909,-0.0000263867,-0.0000065576,-0.2139066843,0.2654135997,0.0000081790,-0.0000038506,-0.8499070996,0.0158329493,-0.0000000171,0.0000000081,0.5518290806,0.0001157476,-0.0000114003,0.0000000040,0.0056428702,0.0001151710,-0.0000113435,0.0000000039,252.3820421185,15.0041980310,0.0000000000,0.0000000000,0.0046953142,0.0046719210
1969-09-11T19:58:19 UT1,1969-09-11T19:58:59 TT,40s,1969-09-11T20:00:00 TT,0.1138903739,0.4588864769,-0.0000029247,-0.0000055979,0.1886050388,-0.2523497490,-0.0000353774,0.0000032498,4.2274641136,-0.0152875437,-0.0000009788,-0.0000000067,0.5593369358,-0.0000996734,-0.0000104272,-0.0000000030,0.0131134484,-0.0000991769,-0.0000103753,-0.0000000030,120.3096155770,15.0047741346,0.0000000000,0.0000000000,0.0046444908,0.0046213508
1970-03-07T17:37:50 UT1,1970-03-07T17:38:30 TT,40s,1970-03-07T18:00:00 TT,-0.0328698688,0.5052981175,-0.0000219032,-0.0000081546,0.4914436989,0.2752837127,-0.0000016533,-0.0000046474,-5.0679975804,0.0155620419,0.0000009740,0.0000000100,0.5393616665,0.0000603274,-0.0000126992,0.0000000029,-0.0067624615,0.0000600270,-0.0000126359,0.0000000029,86.6674012038,15.0037632170,0.0000000000,0.0000000000,0.0047084243,0.0046849657
1970-08-31T21:54:49 UT1,1970-08-31T21:55:30 TT,41s,1970-08-31T22:00:00 TT,-0.2157915516,0.4474757579,-0.0000110412,-0.0000049295,-0.4925416679,-0.2349619327,-0.0000234304,0.0000027527,8.3926043778,-0.0145199153,-0.0000018843,-0.0000000055,0.5674732061,-0.0000159353,-0.0000097269,-0.0000000005,0.0212092137,-0.0000158560,-0.0000096784,-0.0000000005,149.3785416191,15.0043598959,0.0000000000,0.0000000000,0.0046318012,0.0046087244
1971-02-25T09:37:24 UT1,1971-02-25T09:38:05 TT,41s,1971-02-25T10:00:00 TT,-0.3226386869,0.5176223601,-0.0000033121,-0.0000086596,1.0920549587,0.2660414519,-0.0000059400,-0.0000046685,-9.1092216501,0.0148407943,0.0000019877,0.0000000100,0.5370745149,-0.0000409631,-0.0000130299,-0.0000000008,-0.0090382499,-0.0000407588,-0.0000129650,-0.0000000008,326.1346874557,15.0029172267,0.0000000000,0.0000000000,0.0047208699,0.0046973493
1971-07-22T09:59:00 UT1,1971-07-22T09:59:42 TT,42s,1971-07-22T10:00:00 TT,0.6889882545,0.5050364088,-0.0000830772,-0.0000063848,1.3695420479,-0.1585323001,-0.0001802191,0.0000021768,20.2855116031,-0.0078937770,-0.0000044769,-0.0000000043,0.5544210891,0.0001009194,-0.0000105265,0.0000000032,0.0082222049,0.0001004166,-0.0000104740,0.0000000032,327.8211293404,15.0008697872,0.0000000000,0.0000000000,0.0046002081,0.0045772887
1971-08-20T22:38:56 UT1,1971-08-20T22:39:38 TT,42s,1971-08-20T23:00:00 TT,-0.3914979736,0.4636171150,-0.0000250547,-0.0000053925,-1.2166032263,-0.2235106057,-0.0000106561,0.0000027466,12.2911281731,-0.0132655125,-0.0000027796,-0.0000000055,0.5621971023,0.0000757631,-0.0000100414,0.0000000022,0.0159594264,0.0000753855,-0.0000099914,0.0000000022,163.5995154872,15.0036541133,0.0000000000,0.0000000000,0.0046200196,0.0045970016
1972-01-16T11:02:36 UT1,1972-01-16T11:03:18 TT,42s,1972-01-16T11:00:00 TT,0.2344937994,0.5203779367,-0.0000342779,-0.0000071148,-0.9071872891,0.1527095405,0.0001873668,-0.0000022234,-20.9842671294,0.0074982610,0.0000053354,0.0000000044,0.5563796446,-0.0001210928,-0.0000113763,-0.0000000038,0.0101706173,-0.0001204894,-0.0000113196,-0.0000000038,342.0182824183,14.9977743256,0.0000000000,0.0000000000,0.0047517563,0.0047280818
1972-07-10T19:45:57 UT1,1972-07-10T19:46:40 TT,43s,1972-07-10T20:00:00 TT,0.2835280883,0.5465899914,-0.0000648239,-0.0000082802,0.6383757106,-0.1324832345,-0.0001783852,0.0000021733,22.0926482037,-0.0052426945,-0.0000050590,-0.0000000045,0.5393742000,0.0001022912,-0.0000118544,0.0000000037,-0.0067497085,0.0001017816,-0.0000117953,0.0000000037,118.0696965613,15.0000147283,0.0000000000,0.0000000000,0.0045968480,0.0045739454
